onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.923245436999423	1
48	18	UnfamPlace	5	5	1.115301051999268	1
70	18	FamPlace	4	4	0.9064348319989222	1
92	18	UnfamPerson	2	4	1.259416793000128	1
114	18	Object	3	6	0.9143077209992043	1
136	18	Object	3	1	1.003201745999831	1
158	18	FamPlace	4	5	1.051304844000697	1
180	18	UnfamPlace	5	6	1.07499608299986	1
202	18	FamPerson	1	6	0.8339304799992533	1
224	18	UnfamPerson	2	2	0.867061681998166	1
268	18	UnfamPerson	2	6	1.130886727998586	1
290	18	UnfamPlace	5	1	1.058862145997409	1
312	18	Object	3	4	1.09044053499747	1
334	18	FamPerson	1	1	1.074195117998897	1
356	18	FamPlace	4	1	1.027198059997318	1
378	18	FamPlace	4	2	1.026408601999719	1
400	18	Object	3	2	1.003442970999458	1
422	18	UnfamPlace	5	2	1.002040393999778	1
444	18	UnfamPerson	2	3	0.9860949809990416	1
466	18	FamPerson	1	5	0.9145023829987622	1
510	18	FamPerson	1	3	0.9867834809992928	1
532	18	Object	3	5	1.082565426997462	1
554	18	UnfamPerson	2	1	0.9552471339993645	1
576	18	FamPlace	4	6	0.9943420620002144	1
598	18	UnfamPlace	5	3	1.114228427999478	1
620	18	UnfamPlace	5	4	1.059447931998875	1
642	18	Object	3	3	1.083103000997653	1
664	18	UnfamPerson	2	5	1.018560467000498	1
686	18	FamPlace	4	3	1.163298005998513	1
708	18	FamPerson	1	2	0.8744420259972685	1
