onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPerson	2	1	1.309137680997082	1
48	18	Object	3	5	1.358257095998852	1
70	18	FamPerson	1	2	0.7985467059988878	1
92	18	UnfamPlace	5	1	0.8941903309969348	1
114	18	FamPlace	4	1	0.8540536699983932	1
136	18	FamPlace	4	4	1.181209921000118	1
158	18	FamPerson	1	5	1.014295190998382	1
180	18	Object	3	6	0.790687156997592	1
202	18	UnfamPerson	2	5	0.8537628659978509	1
224	18	UnfamPlace	5	4	0.8929763529995398	1
268	18	UnfamPlace	5	6	0.9331271439987177	1
290	18	Object	3	1	0.7569395549980982	1
312	18	FamPlace	4	3	1.189125017997867	1
334	18	UnfamPerson	2	3	0.9569306329976826	1
356	18	FamPerson	1	1	0.917653304997657	1
378	18	FamPerson	1	6	0.901576316999126	1
400	18	FamPlace	4	5	0.9810912309985724	1
422	18	Object	3	4	0.9011184279988811	1
444	18	UnfamPlace	5	5	0.9416693549974298	1
466	18	UnfamPerson	2	6	n/a	0
510	18	UnfamPerson	2	2	0.6223371359992598	1
532	18	FamPlace	4	6	0.7495201940000698	1
554	18	UnfamPlace	5	2	0.8532876559984288	1
576	18	FamPerson	1	4	0.7748565809997672	1
598	18	Object	3	3	0.8690342909976607	1
620	18	Object	3	2	0.78123100099765	1
642	18	FamPlace	4	2	0.7582414669996069	1
664	18	UnfamPlace	5	3	1.109577977997105	1
686	18	FamPerson	1	3	0.9894974819981144	1
708	18	UnfamPerson	2	4	0.8861268579967145	1
