onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPlace	4	4	n/a	0
48	18	UnfamPlace	5	2	1.157288251000409	1
70	18	FamPerson	1	6	0.7740475530004005	1
92	18	Object	3	4	0.9730226220003715	1
114	18	UnfamPerson	2	6	0.7656603170003109	1
136	18	UnfamPerson	2	3	0.6617540830002326	1
158	18	FamPerson	1	3	0.8451433200002612	1
180	18	UnfamPlace	5	4	0.7888162290000764	1
202	18	FamPlace	4	6	1.141655547000028	1
224	18	Object	3	6	0.5497865960005583	1
268	18	Object	3	3	0.6779895790004957	1
290	18	UnfamPlace	5	5	0.7341363479999927	1
312	18	UnfamPerson	2	5	0.8060960020002312	1
334	18	FamPlace	4	5	1.357860916000391	1
356	18	FamPerson	1	4	0.9583588820005389	1
378	18	FamPerson	1	1	0.9981953910000811	1
400	18	UnfamPerson	2	4	1.421294086000671	1
422	18	UnfamPlace	5	6	0.8300765339999998	1
444	18	Object	3	1	0.6062372480000704	1
466	18	FamPlace	4	2	0.8058273289998397	1
510	18	FamPlace	4	1	n/a	0
532	18	UnfamPerson	2	2	1.189783453000018	1
554	18	Object	3	2	1.198171617999833	1
576	18	FamPerson	1	2	1.229142500999842	1
598	18	UnfamPlace	5	3	0.8223596710004131	1
620	18	UnfamPlace	5	1	n/a	0
642	18	UnfamPerson	2	1	1.150029516999894	1
664	18	Object	3	5	0.8620193269998708	1
686	18	FamPerson	1	5	0.7333721880004305	1
708	18	FamPlace	4	3	0.9488148130003538	1
