onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.6538968609997937	1
48	18	UnfamPlace	5	5	0.8290996489999998	1
70	18	FamPlace	4	4	0.7899601949998214	1
92	18	UnfamPerson	2	4	0.8857565549997162	1
114	18	Object	3	6	0.8853617279996797	1
136	18	Object	3	1	n/a	0
158	18	FamPlace	4	5	0.701749861999815	1
180	18	UnfamPlace	5	6	1.007130756999686	1
202	18	FamPerson	1	6	0.7492777069996919	1
224	18	UnfamPerson	2	2	0.8857935039995937	1
268	18	UnfamPerson	2	6	1.333812947999832	1
290	18	UnfamPlace	5	1	n/a	0
312	18	Object	3	4	1.062029701000029	1
334	18	FamPerson	1	1	0.9177795479999986	1
356	18	FamPlace	4	1	0.9972725210000135	1
378	18	FamPlace	4	2	0.7180661169995801	1
400	18	Object	3	2	n/a	0
422	18	UnfamPlace	5	2	1.029321172999516	1
444	18	UnfamPerson	2	3	0.7812828790001731	1
466	18	FamPerson	1	5	0.7662811569998667	1
510	18	FamPerson	1	3	0.845759222000197	1
532	18	Object	3	5	0.9105630949998158	1
554	18	UnfamPerson	2	1	n/a	0
576	18	FamPlace	4	6	0.8700800429996889	1
598	18	UnfamPlace	5	3	1.093380919000083	1
620	18	UnfamPlace	5	4	0.7580959699998857	1
642	18	Object	3	3	0.8863024319998658	1
664	18	UnfamPerson	2	5	0.7891306129995428	1
686	18	FamPlace	4	3	n/a	0
708	18	FamPerson	1	2	1.094566439000118	1
