onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPlace	5	5	0.8037500450000152	1
48	18	UnfamPerson	2	1	0.9876410880001458	1
70	18	Object	3	1	0.5388724240001466	1
92	18	FamPlace	4	5	0.6592206479999732	1
114	18	FamPerson	1	6	0.7070391399997789	1
136	18	FamPerson	1	1	0.8279502119999052	1
158	18	Object	3	2	n/a	0
180	18	UnfamPerson	2	2	0.7553326910001488	1
202	18	UnfamPlace	5	6	n/a	0
224	18	FamPlace	4	4	0.7703510860001188	1
268	18	FamPlace	4	3	0.6518581929999527	1
290	18	UnfamPerson	2	6	0.6753977429998486	1
312	18	FamPerson	1	2	0.5630191219997869	1
334	18	UnfamPlace	5	1	1.434956548000173	1
356	18	Object	3	6	0.8112323999998807	1
378	18	Object	3	4	0.8114749440001106	1
400	18	FamPerson	1	3	0.6914765120000084	1
422	18	UnfamPerson	2	4	0.8662930569998935	1
444	18	FamPlace	4	1	0.6279549989999396	1
466	18	UnfamPlace	5	4	0.8911131390000264	1
510	18	UnfamPlace	5	2	0.6110356059998594	1
532	18	FamPerson	1	5	0.7790816400001859	1
554	18	FamPlace	4	6	0.5466257090001818	1
576	18	Object	3	3	0.8983769639999082	1
598	18	UnfamPerson	2	3	0.8990470469998399	1
620	18	UnfamPerson	2	5	0.602559637000013	1
642	18	FamPerson	1	4	0.7468683100000817	1
664	18	FamPlace	4	2	0.6986126140000124	1
686	18	Object	3	5	0.7479250779997528	1
708	18	UnfamPlace	5	3	0.771906195000156	1
