onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.9763174670079025	1
48	18	UnfamPlace	5	5	0.7049109149957076	1
70	18	FamPlace	4	4	0.7518386129959254	1
92	18	UnfamPerson	2	4	0.8245624609990045	1
114	18	Object	3	6	0.919965200999286	1
136	18	Object	3	1	0.9604376280040015	1
158	18	FamPlace	4	5	1.191514029997052	1
180	18	UnfamPlace	5	6	0.9528321940015303	1
202	18	FamPerson	1	6	0.7362127259984845	1
224	18	UnfamPerson	2	2	0.8563474880065769	1
268	18	UnfamPerson	2	6	0.6713362919981591	1
290	18	UnfamPlace	5	1	0.71261570500792	1
312	18	Object	3	4	0.8475447810051264	1
334	18	FamPerson	1	1	0.688194771995768	1
356	18	FamPlace	4	1	0.8639572600077372	1
378	18	FamPlace	4	2	0.7921828300022753	1
400	18	Object	3	2	0.8569978230079869	1
422	18	UnfamPlace	5	2	0.8800590640021255	1
444	18	UnfamPerson	2	3	0.9919090850016801	1
466	18	FamPerson	1	5	0.7850637109950185	1
510	18	FamPerson	1	3	0.7366501060023438	1
532	18	Object	3	5	0.6166329929983476	1
554	18	UnfamPerson	2	1	0.5995552890090039	1
576	18	FamPlace	4	6	0.8479319769976428	1
598	18	UnfamPlace	5	3	0.9603535740025109	1
620	18	UnfamPlace	5	4	0.6716462430049432	1
642	18	Object	3	3	0.7364180919976206	1
664	18	UnfamPerson	2	5	0.7196200049947947	1
686	18	FamPlace	4	3	0.8565181760059204	1
708	18	FamPerson	1	2	0.7435038810072001	1
