onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	Object	3	4	0.7814812459982932	1
48	18	FamPlace	4	2	0.910215166004491	1
70	18	UnfamPlace	5	5	0.9255046190082794	1
92	18	UnfamPerson	2	2	0.8454817910096608	1
114	18	FamPerson	1	5	0.7971417500084499	1
136	18	FamPerson	1	2	0.709995721001178	1
158	18	UnfamPlace	5	4	1.054000640011509	1
180	18	FamPlace	4	3	1.05312278700876	1
202	18	Object	3	5	1.478396450998844	1
224	18	UnfamPerson	2	4	0.6619931980094407	1
268	18	UnfamPerson	2	1	0.9496492580074118	1
290	18	FamPlace	4	1	0.981698725008755	1
312	18	FamPerson	1	1	0.8534318220044952	1
334	18	Object	3	1	0.7408749430032913	1
356	18	UnfamPlace	5	6	0.7181499770085793	1
378	18	UnfamPlace	5	1	0.8932057080091909	1
400	18	FamPerson	1	6	0.7815734350006096	1
422	18	FamPlace	4	6	0.8301343560015084	1
444	18	UnfamPerson	2	5	0.8062111070030369	1
466	18	Object	3	3	1.005194787008804	1
510	18	Object	3	2	0.7412526630068896	1
532	18	FamPerson	1	4	0.7179298500122968	1
554	18	UnfamPerson	2	6	0.6379510630067671	1
576	18	UnfamPlace	5	3	0.7496399610099616	1
598	18	FamPlace	4	5	0.8300460809987271	1
620	18	FamPlace	4	4	0.8704674610053189	1
642	18	FamPerson	1	3	0.6617267070105299	1
664	18	UnfamPerson	2	3	0.8942961900029331	1
686	18	UnfamPlace	5	2	0.950262610000209	1
708	18	Object	3	6	0.8620473949995358	1
