onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.4736603829951491	1
48	18	UnfamPlace	5	5	0.9306894659966929	1
70	18	FamPlace	4	4	0.610071129995049	1
92	18	UnfamPerson	2	4	0.5539945049968082	1
114	18	Object	3	6	0.458437638997566	1
136	18	Object	3	1	0.5613473529956536	1
158	18	FamPlace	4	5	0.5138612410009955	1
180	18	UnfamPlace	5	6	0.6018090689976816	1
202	18	FamPerson	1	6	0.4571619310008828	1
224	18	UnfamPerson	2	2	0.8178115279952181	1
268	18	UnfamPerson	2	6	0.5454596479976317	1
290	18	UnfamPlace	5	1	0.6662917969952105	1
312	18	Object	3	4	0.6499195360011072	1
334	18	FamPerson	1	1	0.4580012099977466	1
356	18	FamPlace	4	1	0.7293502609973075	1
378	18	FamPlace	4	2	0.634835872995609	1
400	18	Object	3	2	0.5459884129959391	1
422	18	UnfamPlace	5	2	0.5223808739974629	1
444	18	UnfamPerson	2	3	0.473069576000853	1
466	18	FamPerson	1	5	0.5612580710003385	1
510	18	FamPerson	1	3	0.5938125579996267	1
532	18	Object	3	5	0.6413474099972518	1
554	18	UnfamPerson	2	1	0.5382948349943035	1
576	18	FamPlace	4	6	0.7701407259955886	1
598	18	UnfamPlace	5	3	0.6895170149946352	1
620	18	UnfamPlace	5	4	0.5932376599957934	1
642	18	Object	3	3	0.5219728859956376	1
664	18	UnfamPerson	2	5	0.5295365950005362	1
686	18	FamPlace	4	3	0.6258457719959551	1
708	18	FamPerson	1	2	0.5140024309948785	1
