onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPerson	2	1	0.9821104670045315	1
48	18	Object	3	5	1.141845843005285	1
70	18	FamPerson	1	2	0.8216461740012164	1
92	18	UnfamPlace	5	1	0.8377333290045499	1
114	18	FamPlace	4	1	0.9337133780063596	1
136	18	FamPlace	4	4	0.8449768530044821	1
158	18	FamPerson	1	5	0.7657300580031006	1
180	18	Object	3	6	0.6934935290046269	1
202	18	UnfamPerson	2	5	0.9565211560038733	1
224	18	UnfamPlace	5	4	0.6769811650010524	1
268	18	UnfamPlace	5	6	0.66859540000587	1
290	18	Object	3	1	0.6937812420001137	1
312	18	FamPlace	4	3	0.8368748590000905	1
334	18	UnfamPerson	2	3	0.7975832260053721	1
356	18	FamPerson	1	1	0.7413558430052944	1
378	18	FamPerson	1	6	0.677666241004772	1
400	18	FamPlace	4	5	0.5489085790031822	1
422	18	Object	3	4	0.6125103190061054	1
444	18	UnfamPlace	5	5	0.6132296840005438	1
466	18	UnfamPerson	2	6	0.8763897780008847	1
510	18	UnfamPerson	2	2	0.6204817000034382	1
532	18	FamPlace	4	6	0.7098429780016886	1
554	18	UnfamPlace	5	2	0.6301717170063057	1
576	18	FamPerson	1	4	0.5898629110015463	1
598	18	Object	3	3	0.5968333840064588	1
620	18	Object	3	2	0.6051178090056055	1
642	18	FamPlace	4	2	0.6533937160056666	1
664	18	UnfamPlace	5	3	0.7004496270019445	1
686	18	FamPerson	1	3	0.6687640920063131	1
708	18	UnfamPerson	2	4	0.5330420740065165	1
