onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	Object	3	4	0.5567814099995303	1
48	18	FamPlace	4	2	0.5015263550012605	1
70	18	UnfamPlace	5	5	0.572523850001744	1
92	18	UnfamPerson	2	2	0.7496759819987346	1
114	18	FamPerson	1	5	0.4539118980028434	1
136	18	FamPerson	1	2	0.5013542349988711	1
158	18	UnfamPlace	5	4	0.7254864370042924	1
180	18	FamPlace	4	3	0.5583000930055277	1
202	18	Object	3	5	0.5100320810015546	1
224	18	UnfamPerson	2	4	0.5902861190043041	1
268	18	UnfamPerson	2	1	0.6060464110050816	1
290	18	FamPlace	4	1	0.5489289020042634	1
312	18	FamPerson	1	1	0.6048192810048931	1
334	18	Object	3	1	0.7659113820045604	1
356	18	UnfamPlace	5	6	0.5647913010034245	1
378	18	UnfamPlace	5	1	0.4688684339998872	1
400	18	FamPerson	1	6	0.4935556530035683	1
422	18	FamPlace	4	6	0.8058213820040692	1
444	18	UnfamPerson	2	5	0.6137789060012437	1
466	18	Object	3	3	0.7257542820007075	1
510	18	Object	3	2	0.510237964001135	1
532	18	FamPerson	1	4	0.5097611700039124	1
554	18	UnfamPerson	2	6	0.4299153940010001	1
576	18	UnfamPlace	5	3	0.5573474929988151	1
598	18	FamPlace	4	5	0.5411418650037376	1
620	18	FamPlace	4	4	0.5818414419991313	1
642	18	FamPerson	1	3	0.6046293340041302	1
664	18	UnfamPerson	2	3	0.7807781470037298	1
686	18	UnfamPlace	5	2	0.6206638389994623	1
708	18	Object	3	6	0.4461324860021705	1
