onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	Object	3	4	1.286535519000608	1
48	18	FamPlace	4	2	n/a	0
70	18	UnfamPlace	5	5	0.7599907320000057	1
92	18	UnfamPerson	2	2	0.7107149360008407	1
114	18	FamPerson	1	5	0.9356103440004517	1
136	18	FamPerson	1	2	n/a	0
158	18	UnfamPlace	5	4	0.5602295960006813	1
180	18	FamPlace	4	3	1.176331667000341	1
202	18	Object	3	5	n/a	0
224	18	UnfamPerson	2	4	0.8555996580007559	1
268	18	UnfamPerson	2	1	1.34401665400037	1
290	18	FamPlace	4	1	0.6791857980006171	1
312	18	FamPerson	1	1	0.6870241130000068	1
334	18	Object	3	1	0.5831068880006569	1
356	18	UnfamPlace	5	6	0.5360951150005349	1
378	18	UnfamPlace	5	1	1.17512713600081	1
400	18	FamPerson	1	6	0.4952871350005807	1
422	18	FamPlace	4	6	0.7440899430002901	1
444	18	UnfamPerson	2	5	0.6871423960001266	1
466	18	Object	3	3	0.8470521010003722	1
510	18	Object	3	2	n/a	0
532	18	FamPerson	1	4	0.767964368000321	1
554	18	UnfamPerson	2	6	0.9436891290006315	1
576	18	UnfamPlace	5	3	0.6550742340004945	1
598	18	FamPlace	4	5	n/a	0
620	18	FamPlace	4	4	n/a	0
642	18	FamPerson	1	3	0.6399688900000911	1
664	18	UnfamPerson	2	3	0.7123585700001058	1
686	18	UnfamPlace	5	2	0.7432852950005326	1
708	18	Object	3	6	0.9595963120000306	1
