onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPerson	2	1	n/a	0
48	18	Object	3	5	1.056849749999856	1
70	18	FamPerson	1	2	0.5931901089998064	1
92	18	UnfamPlace	5	1	0.5613177229997746	1
114	18	FamPlace	4	1	n/a	0
136	18	FamPlace	4	4	0.6659192379997876	1
158	18	FamPerson	1	5	0.824940641000012	1
180	18	Object	3	6	0.8086788519999573	1
202	18	UnfamPerson	2	5	0.6813482249999652	1
224	18	UnfamPlace	5	4	0.8662465749998773	1
268	18	UnfamPlace	5	6	1.058182393999687	1
290	18	Object	3	1	0.6819470769996769	1
312	18	FamPlace	4	3	0.712579906999963	1
334	18	UnfamPerson	2	3	0.6977191199998742	1
356	18	FamPerson	1	1	0.8339100809998854	1
378	18	FamPerson	1	6	n/a	0
400	18	FamPlace	4	5	0.8977702009997302	1
422	18	Object	3	4	0.7692513899996811	1
444	18	UnfamPlace	5	5	0.7935993719997896	1
466	18	UnfamPerson	2	6	0.8013721149995945	1
510	18	UnfamPerson	2	2	0.9290630749997035	1
532	18	FamPlace	4	6	1.016905958999814	1
554	18	UnfamPlace	5	2	n/a	0
576	18	FamPerson	1	4	0.7530941439999879	1
598	18	Object	3	3	0.7607393679995766	1
620	18	Object	3	2	0.7528093349997107	1
642	18	FamPlace	4	2	0.9377170349998778	1
664	18	UnfamPlace	5	3	0.7373184079997372	1
686	18	FamPerson	1	3	0.4970475999998598	1
708	18	UnfamPerson	2	4	0.7139599929996621	1
