onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.5340118240001175	1
48	18	UnfamPlace	5	5	0.5014339099998324	1
70	18	FamPlace	4	4	0.8303619389998858	1
92	18	UnfamPerson	2	4	0.7575564459998532	1
114	18	Object	3	6	0.4783152559998598	1
136	18	Object	3	1	0.6210187169999699	1
158	18	FamPlace	4	5	0.5423635279998962	1
180	18	UnfamPlace	5	6	0.8534999529997549	1
202	18	FamPerson	1	6	0.4459943259998909	1
224	18	UnfamPerson	2	2	0.5340152619996843	1
268	18	UnfamPerson	2	6	0.653190812000048	1
290	18	UnfamPlace	5	1	0.701714009999705	1
312	18	Object	3	4	0.4852191680001852	1
334	18	FamPerson	1	1	0.5818623370005298	1
356	18	FamPlace	4	1	0.5734990939999989	1
378	18	FamPlace	4	2	0.6932776580006248	1
400	18	Object	3	2	0.5504444790003618	1
422	18	UnfamPlace	5	2	0.7263515320000806	1
444	18	UnfamPerson	2	3	0.6854130940000687	1
466	18	FamPerson	1	5	0.4465471339999567	1
510	18	FamPerson	1	3	0.5413666670001476	1
532	18	Object	3	5	0.7101310340003693	1
554	18	UnfamPerson	2	1	0.4615207740007463	1
576	18	FamPlace	4	6	0.4854211130004842	1
598	18	UnfamPlace	5	3	0.550506341000073	1
620	18	UnfamPlace	5	4	0.8056772380004986	1
642	18	Object	3	3	0.549150376000398	1
664	18	UnfamPerson	2	5	0.4616193480005677	1
686	18	FamPlace	4	3	0.701346711000042	1
708	18	FamPerson	1	2	0.4134422920005818	1
