onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPerson	2	1	0.5992250880008214	1
48	18	Object	3	5	0.4478915800000323	1
70	18	FamPerson	1	2	0.5754979949997505	1
92	18	UnfamPlace	5	1	0.4397935060005693	1
114	18	FamPlace	4	1	0.6147162609995576	1
136	18	FamPlace	4	4	0.4159040400008962	1
158	18	FamPerson	1	5	0.6787754350007162	1
180	18	Object	3	6	0.7273296630010009	1
202	18	UnfamPerson	2	5	0.5506957580000744	1
224	18	UnfamPlace	5	4	0.6385748230004538	1
268	18	UnfamPlace	5	6	0.4635729609999544	1
290	18	Object	3	1	0.6469580860011774	1
312	18	FamPlace	4	3	0.5987240060003387	1
334	18	UnfamPerson	2	3	0.5103979790001176	1
356	18	FamPerson	1	1	0.7351376050010003	1
378	18	FamPerson	1	6	0.5355165479995776	1
400	18	FamPlace	4	5	0.5518585820009321	1
422	18	Object	3	4	0.4161743940003362	1
444	18	UnfamPlace	5	5	0.5037968819997332	1
466	18	UnfamPerson	2	6	0.4955628570005501	1
510	18	UnfamPerson	2	2	0.4393229329998576	1
532	18	FamPlace	4	6	0.47090689200013	1
554	18	UnfamPlace	5	2	0.6159105010010535	1
576	18	FamPerson	1	4	0.5344889360003435	1
598	18	Object	3	3	0.5828041780005151	1
620	18	Object	3	2	0.5512646200004383	1
642	18	FamPlace	4	2	0.5356430169995292	1
664	18	UnfamPlace	5	3	0.4706121500003064	1
686	18	FamPerson	1	3	0.5424872340008733	1
708	18	UnfamPerson	2	4	0.8396732410001277	1
