onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPlace	5	5	0.5831353409998883	1
48	18	UnfamPerson	2	1	0.6077130019998549	1
70	18	Object	3	1	0.6796333329998561	1
92	18	FamPlace	4	5	0.6150357159999658	1
114	18	FamPerson	1	6	0.5588625719997253	1
136	18	FamPerson	1	1	0.6781782399998519	1
158	18	Object	3	2	0.6543559289998484	1
180	18	UnfamPerson	2	2	0.6384364739997181	1
202	18	UnfamPlace	5	6	0.7915590140000859	1
224	18	FamPlace	4	4	0.6076553329999115	1
268	18	FamPlace	4	3	0.8783148960001199	1
290	18	UnfamPerson	2	6	0.5116827589999957	1
312	18	FamPerson	1	2	0.5750382000001082	1
334	18	UnfamPlace	5	1	0.7424478459997772	1
356	18	Object	3	6	0.7027296840001327	1
378	18	Object	3	4	0.6471366959999614	1
400	18	FamPerson	1	3	0.6228886019998754	1
422	18	UnfamPerson	2	4	0.7673952959999042	1
444	18	FamPlace	4	1	0.7751435320001292	1
466	18	UnfamPlace	5	4	0.5507662740001251	1
510	18	UnfamPlace	5	2	0.7036038129999724	1
532	18	FamPerson	1	5	0.6875155190000442	1
554	18	FamPlace	4	6	0.5357548249999127	1
576	18	Object	3	3	0.9676163240001188	1
598	18	UnfamPerson	2	3	0.5666924849997486	1
620	18	UnfamPerson	2	5	0.5670060590000503	1
642	18	FamPerson	1	4	0.5593242619997909	1
664	18	FamPlace	4	2	0.7356439730001512	1
686	18	Object	3	5	0.8793233159999545	1
708	18	UnfamPlace	5	3	0.5517140709998785	1
