onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	Object	3	4	0.7533710640000209	1
48	18	FamPlace	4	2	0.7687154759996702	1
70	18	UnfamPlace	5	5	0.5771828030001416	1
92	18	UnfamPerson	2	2	1.072637190000023	1
114	18	FamPerson	1	5	0.7609174919998622	1
136	18	FamPerson	1	2	0.664626163000321	1
158	18	UnfamPlace	5	4	n/a	0
180	18	FamPlace	4	3	0.713513957000032	1
202	18	Object	3	5	1.153226499000084	1
224	18	UnfamPerson	2	4	0.9128990720000729	1
268	18	UnfamPerson	2	1	1.112911672999871	1
290	18	FamPlace	4	1	0.954036103999897	1
312	18	FamPerson	1	1	0.865565652999976	1
334	18	Object	3	1	1.112615089000428	1
356	18	UnfamPlace	5	6	n/a	0
378	18	UnfamPlace	5	1	n/a	0
400	18	FamPerson	1	6	0.7375701529999787	1
422	18	FamPlace	4	6	1.225043491000179	1
444	18	UnfamPerson	2	5	n/a	0
466	18	Object	3	3	n/a	0
510	18	Object	3	2	0.6655326589998367	1
532	18	FamPerson	1	4	0.7299663479998344	1
554	18	UnfamPerson	2	6	0.6645620520002922	1
576	18	UnfamPlace	5	3	0.9768984120000823	1
598	18	FamPlace	4	5	n/a	0
620	18	FamPlace	4	4	0.6338449249997211	1
642	18	FamPerson	1	3	0.7776830869997866	1
664	18	UnfamPerson	2	3	n/a	0
686	18	UnfamPlace	5	2	1.024901480000153	1
708	18	Object	3	6	0.5379651889998058	1
