onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPlace	4	4	0.8041885719994752	1
48	18	UnfamPlace	5	2	0.8839042100007646	1
70	18	FamPerson	1	6	0.7156680400003097	1
92	18	Object	3	4	0.8684184710000409	1
114	18	UnfamPerson	2	6	0.8771097009994264	1
136	18	UnfamPerson	2	3	0.84353664199989	1
158	18	FamPerson	1	3	0.7968482449996372	1
180	18	UnfamPlace	5	4	0.7240689709997241	1
202	18	FamPlace	4	6	0.8280696340007125	1
224	18	Object	3	6	0.7650386639998032	1
268	18	Object	3	3	0.7412550259996351	1
290	18	UnfamPlace	5	5	0.9958925280006952	1
312	18	UnfamPerson	2	5	0.7325502330004383	1
334	18	FamPlace	4	5	0.9890707510003267	1
356	18	FamPerson	1	4	0.6758382869993511	1
378	18	FamPerson	1	1	0.7487818629997491	1
400	18	UnfamPerson	2	4	0.9323714900001505	1
422	18	UnfamPlace	5	6	0.795731041000181	1
444	18	Object	3	1	0.7724189109994768	1
466	18	FamPlace	4	2	0.795924816000479	1
510	18	FamPlace	4	1	0.8201133849997859	1
532	18	UnfamPerson	2	2	0.7565902509995794	1
554	18	Object	3	2	0.7479640099991229	1
576	18	FamPerson	1	2	0.7725449629997456	1
598	18	UnfamPlace	5	3	0.9804497360000823	1
620	18	UnfamPlace	5	1	1.052446309999141	1
642	18	UnfamPerson	2	1	0.8528398069993273	1
664	18	Object	3	5	0.8925625600004423	1
686	18	FamPerson	1	5	0.7731845100006467	1
708	18	FamPlace	4	3	0.7646834509996552	1
