onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPlace	5	5	0.8439824410015717	1
48	18	UnfamPerson	2	1	0.6850471500001731	1
70	18	Object	3	1	0.8289032009997754	1
92	18	FamPlace	4	5	0.9971469430020079	1
114	18	FamPerson	1	6	0.9085480579997238	1
136	18	FamPerson	1	1	0.8372676210019563	1
158	18	Object	3	2	0.7488782450018334	1
180	18	UnfamPerson	2	2	0.8370428190028179	1
202	18	UnfamPlace	5	6	1.013223395999375	1
224	18	FamPlace	4	4	0.8522991960016952	1
268	18	FamPlace	4	3	0.6930980700017244	1
290	18	UnfamPerson	2	6	0.8214267790026497	1
312	18	FamPerson	1	2	1.180793596002331	1
334	18	UnfamPlace	5	1	1.020937754001352	1
356	18	Object	3	6	0.8047929599997588	1
378	18	Object	3	4	1.156877568999334	1
400	18	FamPerson	1	3	0.7654248220023874	1
422	18	UnfamPerson	2	4	1.021208924001257	1
444	18	FamPlace	4	1	1.020299489002355	1
466	18	UnfamPlace	5	4	1.125565125999856	1
510	18	UnfamPlace	5	2	0.9164833100003307	1
532	18	FamPerson	1	5	0.8457164310020744	1
554	18	FamPlace	4	6	0.9411306920010247	1
576	18	Object	3	3	0.7575314560017432	1
598	18	UnfamPerson	2	3	n/a	0
620	18	UnfamPerson	2	5	0.8609131859993795	1
642	18	FamPerson	1	4	0.8526668890008295	1
664	18	FamPlace	4	2	0.9327084210017347	1
686	18	Object	3	5	0.8045816480007488	1
708	18	UnfamPlace	5	3	0.8696644129995548	1
