onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.7440182699997422	1
48	18	UnfamPlace	5	5	0.6484824489998573	1
70	18	FamPlace	4	4	0.7189837360001547	1
92	18	UnfamPerson	2	4	0.8320328410000002	1
114	18	Object	3	6	0.8801403309998932	1
136	18	Object	3	1	0.9277871360000063	1
158	18	FamPlace	4	5	0.8318194909998056	1
180	18	UnfamPlace	5	6	0.8321798859997216	1
202	18	FamPerson	1	6	0.8006200119998539	1
224	18	UnfamPerson	2	2	0.8714129429999957	1
268	18	UnfamPerson	2	6	0.8950744379999378	1
290	18	UnfamPlace	5	1	0.9836520399999245	1
312	18	Object	3	4	0.8646751000001132	1
334	18	FamPerson	1	1	0.9833369210000455	1
356	18	FamPlace	4	1	0.8068408290000662	1
378	18	FamPlace	4	2	0.7846644599999308	1
400	18	Object	3	2	0.9446247790001507	1
422	18	UnfamPlace	5	2	0.9847080340000502	1
444	18	UnfamPerson	2	3	0.8878497229998175	1
466	18	FamPerson	1	5	0.8872668379999595	1
510	18	FamPerson	1	3	1.040266071000133	1
532	18	Object	3	5	1.063758073999907	1
554	18	UnfamPerson	2	1	0.9365814499997214	1
576	18	FamPlace	4	6	0.9043139199998222	1
598	18	UnfamPlace	5	3	0.8085014089997458	1
620	18	UnfamPlace	5	4	0.815800009999748	1
642	18	Object	3	3	0.9275146679997306	1
664	18	UnfamPerson	2	5	0.7604792140000427	1
686	18	FamPlace	4	3	1.304498435999903	1
708	18	FamPerson	1	2	0.752011605000007	1
