onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	Object	3	4	0.7819200159992761	1
48	18	FamPlace	4	2	0.8296162369988451	1
70	18	UnfamPlace	5	5	0.8774389030004386	1
92	18	UnfamPerson	2	2	0.7017357089989673	1
114	18	FamPerson	1	5	0.718312834000244	1
136	18	FamPerson	1	2	0.71814671500033	1
158	18	UnfamPlace	5	4	0.8769867949995387	1
180	18	FamPlace	4	3	0.9413587189992541	1
202	18	Object	3	5	0.7423426099994686	1
224	18	UnfamPerson	2	4	0.8855520919987612	1
268	18	UnfamPerson	2	1	0.7652764140002546	1
290	18	FamPlace	4	1	0.7737396329994226	1
312	18	FamPerson	1	1	0.7891335579988663	1
334	18	Object	3	1	0.822522239999671	1
356	18	UnfamPlace	5	6	0.7739089839997177	1
378	18	UnfamPlace	5	1	1.013605300999188	1
400	18	FamPerson	1	6	0.6617300500001875	1
422	18	FamPlace	4	6	1.013761590998911	1
444	18	UnfamPerson	2	5	0.7977497079991736	1
466	18	Object	3	3	0.8294521360003273	1
510	18	Object	3	2	0.7103222639998421	1
532	18	FamPerson	1	4	0.8218912339998496	1
554	18	UnfamPerson	2	6	0.8932403549988521	1
576	18	UnfamPlace	5	3	0.8623636230004195	1
598	18	FamPlace	4	5	0.8704595780000091	1
620	18	FamPlace	4	4	0.7184897970000748	1
642	18	FamPerson	1	3	0.8545389890005026	1
664	18	UnfamPerson	2	3	0.7330992579991289	1
686	18	UnfamPlace	5	2	0.8381420219993743	1
708	18	Object	3	6	0.7020128439999098	1
