onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	UnfamPerson	2	1	0.8729837779992522	1
48	18	Object	3	5	0.9211699739989854	1
70	18	FamPerson	1	2	1.00955631099896	1
92	18	UnfamPlace	5	1	n/a	0
114	18	FamPlace	4	1	0.9292887559986411	1
136	18	FamPlace	4	4	1.008794381999905	1
158	18	FamPerson	1	5	1.033404760999474	1
180	18	Object	3	6	0.8895404729992151	1
202	18	UnfamPerson	2	5	0.953615294998599	1
224	18	UnfamPlace	5	4	0.9051534169993829	1
268	18	UnfamPlace	5	6	0.9695407799990789	1
290	18	Object	3	1	0.8096799359991564	1
312	18	FamPlace	4	3	0.8729063179998775	1
334	18	UnfamPerson	2	3	1.009758766000232	1
356	18	FamPerson	1	1	0.8658597819994611	1
378	18	FamPerson	1	6	0.7694915249994665	1
400	18	FamPlace	4	5	0.9138350339999306	1
422	18	Object	3	4	0.8175161449998996	1
444	18	UnfamPlace	5	5	0.9137378359991999	1
466	18	UnfamPerson	2	6	1.753829245999441	1
510	18	UnfamPerson	2	2	0.8089126300001226	1
532	18	FamPlace	4	6	1.153808556999138	1
554	18	UnfamPlace	5	2	0.8648882019988378	1
576	18	FamPerson	1	4	0.8731733869990421	1
598	18	Object	3	3	1.106046085000344	1
620	18	Object	3	2	0.8331608989992674	1
642	18	FamPlace	4	2	0.8818326789987623	1
664	18	UnfamPlace	5	3	0.793386379000367	1
686	18	FamPerson	1	3	0.8487702749989694	1
708	18	UnfamPerson	2	4	0.8015999599992938	1
