onset	duration	trial_type	trial_type_id	identity	response_time	accuracy
26	18	FamPerson	1	4	0.6658925639994777	1
48	18	UnfamPlace	5	5	0.7944040019992826	1
70	18	FamPlace	4	4	0.8654225929994936	1
92	18	UnfamPerson	2	4	0.8334251299993412	1
114	18	Object	3	6	0.810090640999988	1
136	18	Object	3	1	0.7058021689999805	1
158	18	FamPlace	4	5	0.9696541909997904	1
180	18	UnfamPlace	5	6	0.7943541459999324	1
202	18	FamPerson	1	6	0.7137001479995888	1
224	18	UnfamPerson	2	2	0.8895047939995493	1
268	18	UnfamPerson	2	6	0.8094534089996159	1
290	18	UnfamPlace	5	1	1.192783412999233	1
312	18	Object	3	4	0.8259557259998473	1
334	18	FamPerson	1	1	1.13021683199986	1
356	18	FamPlace	4	1	0.8261536399995748	1
378	18	FamPlace	4	2	0.6655881459992088	1
400	18	Object	3	2	0.7848795929994594	1
422	18	UnfamPlace	5	2	0.8573820509991492	1
444	18	UnfamPerson	2	3	1.161444673000005	1
466	18	FamPerson	1	5	0.7857994079995478	1
510	18	FamPerson	1	3	n/a	0
532	18	Object	3	5	0.8494265929994071	1
554	18	UnfamPerson	2	1	1.058173756999167	1
576	18	FamPlace	4	6	0.8583047999991322	1
598	18	UnfamPlace	5	3	1.03351365799972	1
620	18	UnfamPlace	5	4	0.8262708319998637	1
642	18	Object	3	3	0.7371448709991455	1
664	18	UnfamPerson	2	5	1.073977222999929	1
686	18	FamPlace	4	3	1.009586473999661	1
708	18	FamPerson	1	2	0.5934111179994943	1
